model,phenomenon,layer,n,adj_r2_cos,adj_r2_cos_frob,delta_adj_r2,beta_z_frob,p_z_frob,p_z_frob_q
google/gemma-3-4b-it,role_reversal,24,1500,0.07454913492933135,0.09399509790423122,0.019445962974899866,1.5347406475543632,1.0550747090077735e-08,1.4771045926108829e-07
google/gemma-3-4b-it,role_reversal,25,1500,0.07234710258868327,0.08820552508826185,0.015858422499578584,1.331526874907849,2.2928118344001493e-07,2.292811834400149e-06
google/gemma-3-4b-it,role_reversal,26,1500,0.07350134158832122,0.08772431306578077,0.014222971477459545,1.277401667703646,9.05245248270108e-07,7.0407963754341735e-06
google/gemma-3-4b-it,role_reversal,27,1500,0.06783632071587087,0.07850066025023383,0.010664339534362965,1.1029217817335533,1.993394684038702e-05,9.96697342019351e-05
google/gemma-3-4b-it,role_reversal,28,1500,0.07012571033277948,0.07820364144748027,0.008077931114700787,0.9713976253922221,0.00017906194586215726,0.0006963520116861671
google/gemma-3-4b-it,role_reversal,29,1500,0.07011831080971509,0.07684041349417159,0.006722102684456499,0.9166745674567428,0.0005790042235338496,0.0017800402851860617
google/gemma-3-4b-it,role_reversal,30,1500,0.07009229632881242,0.07680299218082443,0.006710695852012005,0.952137216494293,0.0005848703794182774,0.0017800402851860617
google/gemma-3-4b-it,role_reversal,31,1500,0.06859918888020866,0.07196787899977253,0.0033686901195638663,0.6638701110741614,0.011319613817054663,0.026412432239794215
google/gemma-3-4b-it,role_reversal,32,1500,0.0660259674509781,0.0691934087760242,0.003167441325046094,0.70261461345715,0.013700492205079401,0.030936595301792196
google/gemma-3-4b-it,role_reversal,33,1500,0.06383909817794609,0.06347425856456912,-0.000364839613376966,-0.1915221745934976,0.5184328132307061,0.6598235804754442
google/gemma-3-4b-it,role_reversal,34,1500,0.06008056451585242,0.07405916741690455,0.013978602901052128,0.8204924025690973,1.3208063181927732e-06,9.245644227349412e-06
