phenomenon,model,layer,metric,n,raw_spearman,raw_p,surface_controlled_spearman,surface_controlled_p
role_reversal,bert-base-uncased,11,delta_token_aligned,1500,0.20882053663220496,3.056290587326096e-16,0.17139717894544998,2.3545273574734128e-11
role_reversal,bert-base-uncased,12,delta_token_aligned,1500,0.2051651341102645,1.0160841877233622e-15,0.16820119114480211,5.5369369970668734e-11
role_reversal,gpt2,0,delta_cos,1500,0.28320782487509427,4.5998979980121756e-29,0.2279867649746045,3.873273748632087e-19
role_reversal,gpt2,1,delta_cos,1500,0.23574857627096382,2.170149316857297e-20,0.16381207286722252,1.7446618188335386e-10
role_reversal,gpt2,2,delta_cos,1500,0.2292276737576132,2.460625483206705e-19,0.160048098539026,4.555655840097534e-10
role_reversal,gpt2,3,delta_cos,1500,0.19936944622310118,6.519136240079479e-15,0.1325055697390803,2.5997900527057326e-07
role_reversal,gpt2,4,delta_cos,1500,0.22262959395996007,2.6631835267519637e-18,0.1657902913219128,1.0440260999524838e-10
role_reversal,gpt2,5,delta_cos,1500,0.24020148969011082,3.960532702109191e-21,0.1966042327326615,1.5515635205105413e-14
role_reversal,gpt2,6,delta_cos,1500,0.263277571344916,3.335023097891703e-25,0.22511216909830375,1.0966156704867734e-18
role_reversal,gpt2,7,delta_cos,1500,0.2886788419613268,3.517034342754856e-30,0.2576875656600669,3.535950011337962e-24
role_reversal,gpt2,8,delta_cos,1500,0.27405051654096313,2.995569252506978e-27,0.24624543566955404,3.721230872542219e-22
role_reversal,gpt2,9,delta_cos,1500,0.2979902477442609,3.8752904779951115e-32,0.27201090787661497,7.432575508018962e-27
role_reversal,gpt2,10,delta_cos,1500,0.28275422066829337,5.67820388272693e-29,0.2573695566592231,4.037348555530758e-24
role_reversal,gpt2,11,delta_cos,1500,0.28467998060454996,2.3159983601220487e-29,0.26008342125390094,1.2943623618779787e-24
