model,phenomenon,layer,n,adj_r2_cos,adj_r2_cos_frob,delta_adj_r2,beta_z_frob,p_z_frob,p_z_frob_q
roberta-base,negation,6,100,0.024996600108540212,0.01608722795742934,-0.008909372151110873,0.800207360127186,0.7280039197655245,0.9246832325301471
roberta-base,negation,7,100,0.04772675367699908,0.040548334547909404,-0.007178419129089675,1.2656707098631856,0.6016912418920299,0.9246832325301471
roberta-base,negation,8,100,0.049730007590168435,0.041210247740200545,-0.00851975984996789,0.825857879526412,0.71103348529147,0.9246832325301471
roberta-base,negation,9,100,-0.002341572738452369,0.0027922845652259554,0.005133857303678324,2.654841780841296,0.2237633489450556,0.8387910461911011
roberta-base,negation,10,100,-0.009278624852909534,-0.001739445515399174,0.00753917933751036,3.52702764276314,0.19153991836630022,0.8387910461911011
roberta-base,negation,11,100,-0.004305656728056828,0.006999635783230818,0.011305292511287646,3.7388760906339913,0.15014103705445378,0.8387910461911011
roberta-base,negation,12,100,-0.0069551607394851,0.008225899183411323,0.015181059922896423,1.9012961776095554,0.11824247616273596,0.8387910461911011
roberta-base,role_reversal,0,100,-0.009610756709085289,-0.01949491319811103,-0.009884156489025742,-0.1066205768150736,0.7929791019261355,0.9664432804724776
roberta-base,role_reversal,1,100,0.004176441096345407,0.0014814045548732224,-0.0026950365414721844,-0.808864736958135,0.3915422775202133,0.8387910461911011
roberta-base,role_reversal,2,100,-0.003845409729030802,-0.011730711561721785,-0.007885301832690983,-0.6449445839731608,0.6169797919683562,0.9246832325301471
roberta-base,role_reversal,3,100,-0.00832233692018991,-0.018935616475154404,-0.010613279554964494,-0.012379186747818127,0.9938539377823229,0.9999586269981676
roberta-base,role_reversal,4,100,-0.009449195267075883,-0.01986786680048347,-0.010418671533407586,-0.2677188851531883,0.8898263242981176,0.98216679191396
roberta-base,role_reversal,5,100,-0.009200689281991359,-0.01836402694681838,-0.00916333766482702,-0.8481713256763233,0.7129269615522109,0.9246832325301471
roberta-base,role_reversal,6,100,-0.008110249427788041,-0.017579790536524253,-0.009469541108736212,0.8664134880954623,0.7447330424658444,0.9246832325301471
roberta-base,role_reversal,7,100,-0.007874675134089681,-0.01848338861217469,-0.010608713478085008,-0.01814629343076435,0.9946001858280755,0.9999586269981676
roberta-base,role_reversal,8,100,-0.00810859530489405,-0.018240454542765683,-0.010131859237871632,0.7179127459580886,0.8328891896573526,0.98216679191396
roberta-base,role_reversal,9,100,-0.008437085345881279,-0.01904982529109911,-0.01061273994521783,-0.04959498654700134,0.9881287707433395,0.9999586269981676
roberta-base,role_reversal,10,100,-0.0058445621272753545,-0.01530762744584302,-0.009463065318567665,-1.203943386736288,0.7463402966325772,0.9246832325301471
roberta-base,role_reversal,11,100,0.0006757874798140051,-0.009695583732598712,-0.010371371212412717,0.427695995868564,0.9063667287590945,0.9910738996711594
roberta-base,role_reversal,12,100,0.0004565447060230765,-0.01004088474468845,-0.010497429450711526,0.07988135509341826,0.9621420070521174,0.9999586269981676
