model,phenomenon,layer,metric,n,spearman_rho,spearman_p,spearman_ci_lo,spearman_ci_hi,pearson_r,pearson_p,pearson_ci_lo,pearson_ci_hi,spearman_q,pearson_q
mistralai/Mistral-7B-Instruct-v0.3,negation,11,delta_l2,1500,-0.022770344480612412,0.37817131328870784,-0.07467158997734427,0.02877334039655216,0.012875734911802706,0.6182867019396461,-0.04873674796824769,0.0646094884359979,0.4359704223066326,0.6302227386566276
mistralai/Mistral-7B-Instruct-v0.3,negation,11,delta_token_aligned,1500,-0.09933264225953689,0.00011645884474422981,-0.14399073482533475,-0.05279606897491198,-0.09966926823959898,0.00011036898664377471,-0.1478649200649544,-0.04570233071549876,0.00023291768948845962,0.0002111406701011342
mistralai/Mistral-7B-Instruct-v0.3,negation,12,delta_cos,1500,-0.022095641058917436,0.39246728934820074,-0.07411975479994734,0.02546961527796686,0.042119795699755186,0.1029628447870614,-0.02359387538860809,0.09227915049496946,0.45048419299097825,0.11940054434260944
mistralai/Mistral-7B-Instruct-v0.3,negation,12,delta_frob,1500,0.007140066026784048,0.782312620204148,-0.041786831837489775,0.06192771662183221,0.07221946253904035,0.005136114611715209,0.012411288479364211,0.12411323445609763,0.8099236538584121,0.007704171917572813
mistralai/Mistral-7B-Instruct-v0.3,negation,12,delta_l2,1500,-0.014371794438745669,0.5780865096404357,-0.06822423813271486,0.036763737068889885,0.02209742104781338,0.39242914846420746,-0.036986946943235975,0.07481145080687704,0.6280446030661524,0.4177471580425434
mistralai/Mistral-7B-Instruct-v0.3,negation,12,delta_token_aligned,1500,-0.07859545004932177,0.002317813334969955,-0.12443988843157901,-0.029436519148231702,-0.0941880478324863,0.00025922495382475584,-0.14279441332313075,-0.03878917697659231,0.0036422780978099295,0.0004562359187315703
mistralai/Mistral-7B-Instruct-v0.3,negation,13,delta_cos,1500,-0.02023443241676874,0.43356659754151256,-0.07592978495531287,0.02801318317071911,0.03962443456832448,0.12503683211943845,-0.027776186874538415,0.09265945639987233,0.4912514238238597,0.14228329172211962
mistralai/Mistral-7B-Instruct-v0.3,negation,13,delta_frob,1500,0.004313308997604165,0.8674367331739391,-0.04571515546176308,0.056429665790030344,0.06654711503544614,0.00993543952233794,0.006280794452033582,0.11929512825005324,0.8841826160537448,0.013661229343214667
mistralai/Mistral-7B-Instruct-v0.3,negation,13,delta_l2,1500,-0.011916095850837067,0.6446981357371286,-0.06316135216270534,0.039318649357458775,0.02142252456749208,0.40705106271419633,-0.04002833098763268,0.07479680461474657,0.6890700722048663,0.4315722110704732
mistralai/Mistral-7B-Instruct-v0.3,negation,13,delta_token_aligned,1500,-0.07993494891473475,0.0019467039099382757,-0.12599941111674814,-0.02797306285898884,-0.09627098348936255,0.00018836751402387226,-0.14451218559126416,-0.04140921164900965,0.0030774241450521244,0.0003453404423770991
mistralai/Mistral-7B-Instruct-v0.3,negation,14,delta_cos,1500,-0.015262932022990262,0.5547399294923958,-0.07131323400256538,0.03715999936798048,0.04019372235370269,0.11970162120075999,-0.02770366053177181,0.0904904172584638,0.6076819144646991,0.13680185280086854
mistralai/Mistral-7B-Instruct-v0.3,negation,14,delta_frob,1500,0.0093807242240602,0.7165906940699732,-0.04103190554022972,0.06255871771582239,0.06822485162328198,0.008212299019700393,0.0047975715210417935,0.12258375134833285,0.7567197729378917,0.011782863810874478
mistralai/Mistral-7B-Instruct-v0.3,negation,14,delta_l2,1500,2.914138514024025e-05,0.9991002256927976,-0.0533829129166458,0.049784379593337875,0.027528427358795043,0.2866567334817582,-0.037175824194099094,0.08100532372780161,0.9991002256927976,0.3088872556701394
