model,phenomenon,layer,metric,spearman_ci_lo,spearman_ci_hi,pearson_ci_lo,pearson_ci_hi
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_token_aligned,-0.12826876675654886,-0.031234419047428866,-0.15238677637024017,-0.0530993393611317
mistralai/Mistral-7B-Instruct-v0.3,negation,29,delta_cos,-0.011566773769497335,0.09650074340222951,-0.00469537821535662,0.1287658845934832
mistralai/Mistral-7B-Instruct-v0.3,negation,29,delta_frob,-0.01874311699218304,0.09343948356061793,0.0043579225685111194,0.12917519157289603
mistralai/Mistral-7B-Instruct-v0.3,negation,29,delta_l2,-0.014284484553215213,0.08149214658847506,0.0013525164027961075,0.11485741581567911
mistralai/Mistral-7B-Instruct-v0.3,negation,29,delta_token_aligned,-0.13084066712826328,-0.03420159444031353,-0.15299765968721452,-0.055987097317289014
mistralai/Mistral-7B-Instruct-v0.3,negation,30,delta_cos,-0.0018297839564962509,0.1047666792058949,0.0016942981053460688,0.13301389274967415
mistralai/Mistral-7B-Instruct-v0.3,negation,30,delta_frob,-0.011891563964346192,0.09835089145976357,0.006536327660040717,0.12972994055850912
mistralai/Mistral-7B-Instruct-v0.3,negation,30,delta_l2,-0.01902919989539298,0.07641334205441389,-0.0024761970516272483,0.11082137417745701
mistralai/Mistral-7B-Instruct-v0.3,negation,30,delta_token_aligned,-0.12431752361656327,-0.02891417549919559,-0.14924170609099574,-0.05197589989762967
mistralai/Mistral-7B-Instruct-v0.3,negation,31,delta_cos,0.005784893205044373,0.10801442600489325,0.007484583862147237,0.13451536081888585
mistralai/Mistral-7B-Instruct-v0.3,negation,31,delta_frob,-0.005315153543182306,0.0987737120906354,0.010643283540688409,0.13143241984609189
mistralai/Mistral-7B-Instruct-v0.3,negation,31,delta_l2,-0.023405584796039963,0.0727620636629713,-0.009715646572003144,0.10106613725343912
mistralai/Mistral-7B-Instruct-v0.3,negation,31,delta_token_aligned,-0.12716937639227643,-0.03570756095721633,-0.14730580479816144,-0.04822233363445596
mistralai/Mistral-7B-Instruct-v0.3,negation,32,delta_cos,0.022988850561723506,0.11462573648410286,0.031237902729786115,0.14855713540783005
mistralai/Mistral-7B-Instruct-v0.3,negation,32,delta_frob,0.050969998049029734,0.15034345236747484,0.07130652894431262,0.17914464799945354
mistralai/Mistral-7B-Instruct-v0.3,negation,32,delta_l2,-0.0101260055484173,0.08566622832336561,0.01614802298790239,0.13086107262444066
mistralai/Mistral-7B-Instruct-v0.3,negation,32,delta_token_aligned,-0.11833672468722745,-0.026742152381984564,-0.1381089937864446,-0.04080130913040526
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,0,delta_cos,0.11287221343635256,0.21455233061092882,0.15305642800664312,0.25912484230745997
